id;anio;titulo;resumen;vistas_txt;vistas;descargas_txt;descargas;google_scholar;tesista;cant_autor;docente_guia;cant_docguia;tipo_tesis;carrera;materias;editorial;url;pdf;facultad
61202;2015;El sentido de vida familiar sostenido por el vínculo en el niño con enfermedad oncológica;"Principalmente, ante una enfermedad oncológica que amenaza la vida de un niño, la estabilidad emocional de la familia y de todos los seres que la rodean entran en crisis. Cuando un niño enferma de cáncer todos son afectados, y todos acusan el impacto y elaboran una respuesta diferente frente al temor a las circunstancias de muerte o agonía, ante el dolor y a lo desconocido. _x000D_
En Argentina con una población alrededor de 10.000.000 niños menores de 15 años, se registran alrededor de 1400 casos nuevos de enfermedades oncológicas por año. El cáncer es la primera muerte no violenta entre niños y adolescentes, y su sobrevida global es del 60% de los casos. Asombrosamente, en estos casos el apoyo de la familia fue fundamental para la remisión de su salud.  _x000D_
El impacto frente al diagnóstico tiene una gran magnitud y suele ser desgarrador para los padres y la familia. Los hijos de por si necesitan ser cuidados, protegidos y amados, pero frente a un pronóstico inimaginable, son los adultos quienes más deben estar presentes y en los cuales el niño se apoya, confía y descansa. Por lo visto, existen grandes impactos en el círculo familiar: se puede decir que en primer lugar es lidiar con sus sentimientos, emociones y temores, luego empezar con un proceso de adaptación sobre la enfermedad del niño, como también de seguir con su cuidado, y no olvidarse del resto de los miembros que componen a su familia. Es decir, se empieza a operar en un mundo lleno de exigencias, de estudios, medicamentos, de grandes emociones en la familia, y en especial, de diversos temores que rondan alrededor de una enfermedad terminal en un ser querido. _x000D_
Esta investigación por lo tanto, tratará de conocer el sentido de vida familiar en los niños con enfermedad oncológica, relacionándolo con la aparición de la enfermedad como destino inevitable a enfrentar, ya sea por parte del niño, como de su  familia. A demás, también se buscará conocer el vínculo familiar en estas circunstancias, explorándolo y caracterizándolo, a partir de los efectos que tiene la enfermedad oncológica en el mismo, como así también sus incidencias en el sentido de vida familiar. Se trabajará en la fundación Hope de ayuda al niño con cáncer en Salta, Capital.";0;0;0;0;;Soma Carlos Nicolás;1;Terceros Norma Beatriz;1;Tesis de Licenciatura;Licenciatura en Psicología;Tesis de grado | Cáncer | Psicología | Niño;Facultad de Artes y Ciencias;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61202;;Artes y Ciencias
61204;2016;Estrategia de intervención frente a situaciones de violencia entre compañeros, en alumnos de primer año de una Escuela Secundaria Técnica, de la provincia de Salta en el año 2016;"El presente trabajo consiste en la ejecución de un proyecto de intervención titulado “Estrategias de intervención frente a situaciones de violencia entre compañeros”, realizado en dos cursos de primer año de la secundaria de una Escuela Técnica, en la provincia de Salta, durante el año 2016._x000D_
El objetivo del mismo fue promover el desarrollo de competencias sociales en los alumnos como una estrategia para disminuir situaciones de violencia entre compañeros. _x000D_
La metodología de trabajo empleada consistió en desarrollar diez talleres participativos con un encuentro semanal de noventa minutos, por cada curso, en los cuales se desarrollaron diferentes técnicas grupales e individuales. _x000D_
Como instrumento de evaluación se confeccionó una Escala tipo Likert, la cual se aplicó al inicio y al término del taller en ambos cursos. Los datos obtenidos fueron analizados de manera cualitativa y cuantitativa con prueba estadística de Rangos señalados y pares igualados de Wilcoxon._x000D_
Este trabajo aporta evidencia sobre la importancia de promover competencias emocionales y sociales dentro de las Instituciones Escolares, para favorecer el aprendizaje y el desarrollo integral de los alumnos y la convivencia escolar.

_x000D_
This work consists in the implementation of an intervention project entitled ""Intervention strategies against Peer Violence Cases"" conducted in the 1st grade courses from high school at a Technical School, in Salta during in 2016._x000D_
The objective was to promote the development of social skills in students as a strategy to reduce peer violence situations._x000D_
The methodology applied was to develop ten workshops with a weekly 90-minute meeting for each course, in which different group and individual techniques were developed._x000D_
As evaluation instrument was drawn a Likert scale, which was applied at the beginning and end of the workshop in both courses. The data obtained was analyzed qualitatively and quantitatively using statistical test indicated the rank and Wilcoxon matched pairs._x000D_
This work provides evidence of the importance of promoting emotional and social skills within educational institutions to promote the comprehensive development of students and school life.";0;0;0;0;;Tarifa Priscila Edith;1;Domenech Ana María;1;Tesis de Licenciatura;Licenciatura en Psicología;Violencia escolar | Tesis de grado | Psicología;Facultad de Artes y Ciencias;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61204;;Artes y Ciencias
61214;2016;Manifestaciones artísticas contemporáneas como atractivo turístico en la Ciudad de Salta;"La presente tesis describe  las manifestaciones artísticas contemporáneas de música danza y teatro presentes en la ciudad de Salta como expresiones vivas del movimiento que se reflejan en los espectáculos organizados por los sectores públicos y privados en los espacios convencionales y no convencionales seleccionados para su estudio._x000D_
El objetivo consistió en determinar la cantidad de espectáculos,  rubros predominantes, tipo de procedencia de la demanda y asistencia de turistas que se perciben anualmente en torno a dichas manifestaciones._x000D_
Los eventos artísticos contemporáneos actúan como préstamos culturales que adquieren progresivamente mayor comercialización en el mercado turístico al considerarse como  productos que posibilitan alternativas de ocio y recreación e incrementan la oferta local del destino.";0;0;0;0;;Zamar Echazu Cintya;1;Mercado Echazu Carolina;1;Tesis de Licenciatura;Licenciatura en Turismo;Tesis de grado | Turismo | Arte contemporáneo;Facultad de Economía y Administración;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61214;;Turismo
61216;2016;El proceso de registro de huéspedes en hoteles de una, dos y tres estrellas de la Ciudad de Salta;"Si se tiene en cuenta que por definición de la Organización Mundial del Turismo, el turista es aquél que pasa por lo menos una noche en el destino visitado, se comprende la importancia del alojamiento en la experiencia del turista y en el desarrollo turístico que tiene el lugar visitado. _x000D_
La hotelería a lo largo del tiempo ha acompañado el desarrollo del turismo y en estos últimos años tuvo un gran auge y diversificación de sus servicios a nivel mundial. _x000D_
Así mismo las necesidades de los hoteles y de los centros turísticos, sobre información con respecto a las características de los diferentes tipos de turistas, aumentaron de forma considerable, básicamente para que sus productos se encuentren a la altura de las exigencias individuales de sus clientes. _x000D_
Se estima que entre los documentos que maneja el front office, el registro de huéspedes es un proceso que cuenta con esta potencial fuente de información, la misma, conseguiría brindar a los administradores de alojamientos turísticos un valioso conocimiento para la optimización e innovación de diferentes funciones, permitiéndoles a la vez una mejora en la gestión._x000D_
Paralelamente los datos suministrados en el registro, también podrían ser empleados por la superestructura turística para lograr obtener una visión más completa de su demanda, siendo el alojamiento una de las unidades más significativas de recepción de la información. _x000D_
El presente trabajo de investigación tiene como finalidad estudiar el proceso de registro de huéspedes en el área de recepción de los hoteles, para identificar si existen oportunidades que permitirían brindar beneficios a la gestión hotelera y turística._x000D_
Debido a que las características de tamaño, tipo de producto y tipo de cliente condicionan la estructura organizativa y los procesos desarrollados de un hotel, se selecciona para este estudio alojamientos hoteleros con categoría una, dos y tres estrellas de la ciudad de Salta._x000D_
La presentación de este documento consta de tres partes. En la primera se expone el marco teórico que sustenta al trabajo investigativo. La segunda parte está compuesta por el trabajo de campo que se efectúa, en donde se analiza el contexto hotelero y los agentes intervinientes. Y la última parte está constituida por las conclusiones como desenlace de la investigación llevada a cabo.";0;0;0;0;;SIN DATO;1;SIN DATO;1;Tesis de Licenciatura;Licenciatura en Turismo;Tesis de grado | Turismo | Administración de empresa turística | Industria hotelera | Hoteles;Facultad de Economía y Administración;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61216;;Turismo
61283;2017;Estrategias de marketing político de la campaña electoral del candidato a gobernador Roberto Romero en el año 1983;"El presente trabajo aborda la campaña emprendida por Roberto Romero en pos de alcanzar la gobernación en 1983. A través de los anuncios gráficos publicados en el diario “El Tribuno”, el investigador desgrana las estrategias que se implementaron y señala qué elementos sugieren un atisbo de la utilización del marketing político._x000D_
En cuanto al tipo de investigación tuvo carácter descriptivo, con la utilización de la técnica del análisis documental a través de la cual se interpretaron las unidades de análisis y de la entrevista en profundidad a informantes claves para tener una mejor comprensión de lo ocurrido durante el proceso que desembocó en el retorno de la democracia. Los entrevistados fueron Miguel Ángel Cáceres, Juan Carlos Villamayor, Juan Guillermo Gonza y Daniel Jesús Isa, todos hombres ligados al peronismo que imprimieron su visión particular al movimiento en Salta._x000D_
La muestra de estudio estuvo compuesta por doce piezas gráficas, publicadas en el diario ""El Tribuno"", que componen una síntesis de los temas planteados durante la campaña electoral. Se trata de un trabajo que buscó reconstruir la situación social, económica y política acaecida en el año 1983 a fin de comprender los motivos que llevaron al jefe de la campaña a destacar al Partido Justicialista por sobre el candidato y las propuestas de campaña. Pese a la preponderancia del Partido Justicialista en la campaña, no se anuló al candidato y a sus promesas sino que más bien sirvieron como una retroalimentación que hizo más interesante el producto ofrecido al electorado. Esta investigación deja constancia de la opinión de quienes participaron y dirigieron la campaña estudiada sobre la utilización del marketing político, herramienta que ya se utilizaba en otros lugares del mundo pero que aparecía como algo novedosa e inexplorada hasta ese momento en Argentina debido a las interrupciones que sufrió la democracia.";96 Vistas;96;233 Descargas;233;https://scholar.google.com/scholar?as_q=&as_epq=Estrategias%20de%20marketing%20pol%C3%ADtico%20de%20la%20campa%C3%B1a%20electoral%20del%20candidato%20a%20gobernador%20Roberto%20Romero%20en%20el%20a%C3%B1o%201983&as_occt=any;Fernández Carlos Eduardo;1;Parodi Ana Lía Verónica;1;Tesis de Licenciatura;Licenciatura en Comunicaciones Sociales;Tesis de grado | Información | Comunicación | Publicidad | Campaña electoral | Marketing político;Facultad de Artes y Ciencias;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61283;https://bibliotecas.ucasal.edu.ar/opac_css/61283/838/83861283.pdf;Artes y Ciencias
61287;2017;La participación ciudadana en los medios de comunicación de Salta y sus plataformas virtuales;"La presente investigación consiste en un estudio de casos realizado a ocho medios masivos de comunicación de la ciudad de Salta capital, pertenecientes al rubro de radio, televisión, prensa escrita y portal digital. Mediante este trabajo se buscó conocer cómo se desarrolla el periodismo ciudadano en estos medios locales, y determinar si utilizan herramientas o programas online para medir la participación ciudadana en la web. Se abordaron teorías vinculadas a la comunicación y a la evolución del periodismo en el tiempo hasta llegar al denominado periodismo ciudadano, participativo, o 3.0. En cuanto a la metodología, se aborda la investigación desde una lógica deductiva de análisis de datos cualitativos y cuantitativos recolectados a través de cuestionarios abiertos dirigidos a periodistas y profesionales de los medios de comunicación. También se utilizó una grilla de análisis documental que registró la participación ciudadana en cada uno de los medios de comunicación. Para esto se analizan sus plataformas digitales y redes sociales. Respecto a los resultados, se logró conocer cómo funcionan los medios comunicación de Salta; qué cambios internos tuvieron en estos últimos años; de qué manera interactúa el público; cuáles son las noticias que seleccionan y consumen preferentemente; por qué algunos medios tienen mayor feedback que otros; qué datos proporciona la analítica web; y por qué es importante analizar la audiencia en las plataformas online.
_x000D_
The present investigation consists of a case study carried out to eight mass media of the city of Salta capital, belonging to the radio, television, written press and digital portal. Through this work, it sought to know how citizen journalism develops in these local media, and determine if they use online tools or programs to measure citizen participation on the web. This study was developed using theories related to communication and the journalism evolution over time until reaching the so-called citizen journalism, participatory, or 3.0. Regarding the methodology, the research was approached from a deductive logic of analysis of qualitative and quantitative data collected through open questionnaires, addressed to journalists and media professionals, and was used a grid of documentary analysis that registered citizen participation in each of the media. Furthermore, were analyzed their digital platforms and social networks. Regarding the results, it was possible to know how the communication media of Salta works; what internal changes they have had in recent years; how the audience interacts; what kind of news the audience prefers and consumes; why some media have more feedback than others; what data provides the web analytics; and why it is important to analyze the audience on online platforms.";126 Vistas;126;189 Descargas;189;https://scholar.google.com/scholar?as_q=&as_epq=La%20participaci%C3%B3n%20ciudadana%20en%20los%20medios%20de%20comunicaci%C3%B3n%20de%20Salta%20y%20sus%20plataformas%20virtuales&as_occt=any;Molina María de las Mercedes;1;Herrera Fernanda;1;Tesis de Licenciatura;Licenciatura en Comunicaciones Sociales;Tesis de grado | Participación social | Información | Comunicación | Medios de comunicación | Periodismo;Facultad de Artes y Ciencias;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61287;https://bibliotecas.ucasal.edu.ar/opac_css/61287/839/83961287.pdf;Artes y Ciencias
61290;2017;"Activación BTL de TEDx, ""Peatonal Alberdi 2014"" en la ciudad de Salta Capital";"Este estudio muestra el papel de una acción BTL, realizada para el evento TEDx “Peatonal Alberdi 2014”, con el público que logró interactuar en tiempo real con la acción, que se llevó a cabo en la Plazoleta /V Siglos, (El Mono/o). Por medio de encuestas con muestreo accidental se logró determinar que el impacto del BTL fue positivo. Los datos analizados sugieren que las personas que fueron expuestas a la publicidad, tuvieron aceptación y conocimiento inmediato de la causa de la acción, se logró comunicar y transmitir lo que se buscaba. Ademas los participantes que se involucraron, vivieron una experiencia única, que logró comunicarles el evento TEDx, y alentar a que ellos pudieran transmitir lo vivido a las demás personas de su entorno.
_x000D_
This research compi/es a job about a BTL promotion to communicate TEDx' event, “Peatonal Alberdi 2074”, with the audience that interacted vvith the promotion, carried out in, Plazoleta /V Siglos (El Mono/o.) Thanks a surveys and the accidental sampling, have achieved to determine that the impact of communication vvas positive. Dates analized, suggest that people, Were approving and knowledge aboute the objective of advertising. ln fact, participants lived a great experience that make possible communicate the TEDx'event and animated they to talks about this experience to others.";49 Vistas;49;226 Descargas;226;https://scholar.google.com/scholar?as_q=&as_epq=Activaci%C3%B3n%20BTL%20de%20TEDx,%20%22Peatonal%20Alberdi%202014%22%20en%20la%20ciudad%20de%20Salta%20Capital&as_occt=any;Gálvez Luciano Oscar;1;Delgado Gabriela;1;Tesis de Licenciatura;Licenciatura en Publicidad;Tesis de grado | Publicidad | Promoción turística;Facultad de Artes y Ciencias;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61290;https://bibliotecas.ucasal.edu.ar/opac_css/61290/842/84261290.pdf;Artes y Ciencias
61319;2017;Barreras para la implementación de tecnologías de gestión en Salta y propuestas para superarlas :  Análisis a partir de la situación actual;"Este trabajo pretende ser una herramienta para entender algunas de las causas por las que las pymes muchas veces se encuentran en dificultades para crecer. Se buscará determinar los motivos de este estancamiento, estudiando principalmente las barreras que impiden a las pymes la implementación de herramientas o técnicas de gestión que les permitan incrementar su rentabilidad, competitividad y productividad con muy poca inversión._x000D_
El proyecto está dividido en una parte introductoria, una parte de investigación, una parte de implementación y un marco teórico._x000D_
En la parte introductoria, se expondrán conceptos generales, y se hará una evaluación y comparación de la situación de las pymes en Argentina, teniendo en cuenta indicadores mundiales de productividad, competitividad, entre otros._x000D_
La investigación buscará determinar si las empresas aplican o no tecnologías de gestión como 5S, Gestión del mantenimiento y gestión de la calidad, y en caso de no implementarlas, las causas o barreras que impiden esta aplicación. Se complementará con una serie de propuestas en términos muy generales que las empresas deberían empezar a tener en cuenta para superar las barreras antes mencionadas._x000D_
La parte de implementación, cuenta mi experiencia durante mi práctica profesional, en la que tuve la oportunidad de trabajar con algunas tecnologías de gestión y busca ser un ejemplo de que no se requiere un gran esfuerzo para lograr grandes resultados con estas herramientas._x000D_
Por último, se describe un marco teórico de las diferentes técnicas de gestión, en el que se las expone de una forma muy sencilla y práctica.";61 Vistas;61;59 Descargas;59;https://scholar.google.com/scholar?as_q=&as_epq=Barreras%20para%20la%20implementaci%C3%B3n%20de%20tecnolog%C3%ADas%20de%20gesti%C3%B3n%20en%20Salta%20y%20propuestas%20para%20superarlas&as_occt=any;Tedín Ignacio Arturo;1;Alfonso Santiago Nicolás;1;Tesis de Grado;Ingeniería Industrial;Trabajo final de grado | Ingeniería industrial | Mantenimiento | PYMES | Gestión de calidad;Facultad de Ingeniería;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61319;https://bibliotecas.ucasal.edu.ar/opac_css/61319/846/84661319.pdf;Ingeniería
61333;2017;Planta de producción de barras de quínoa;"La Quinua es considerada un pseudocereal con proteínas de alto valor biológico, carbohidratos de bajos índices glucémicos, phytoesteroides, y ácidos grasos Omega-3 y -6 que brindan beneficios a la salud humana. _x000D_
El propósito de este proyecto es determinar el rendimiento de inversión de capital en una fábrica de producción de barras a base de Quinua. Se realizaron los estudios correspondientes, relevamiento de datos, recolección de información, investigaciones necesarias y se evaluó la rentabilidad del proyecto._x000D_
Los resultados dieron como conclusión final que la industrialización de la quinua para la elaboración de barra de cereales tipo snack es rentable ya que el mercado es creciente en cuanto al consumo de alimentos saludables, y además el hecho que existe solo dos empresa pequeñas en el país que cuentan con productos que aprovechan los beneficios de este grano, otorgando al proyecto una ventaja competitiva notable frente a otras marcas dedicadas a elaborar barras de cereal._x000D_
Se producirán 4.152.000 barritas por año, destinadas a cubrir el mercado de las capitales de Jujuy, Tucumán y Salta, de acuerdo al estudio de mercado realizado. Las mismas se venderán a través de redes sociales y preventistas, lo cual demandará una inversión inicial importante para lograr la introducción de nuestro producto. Se expenderá envasadas con un peso de 20 gramos y su distribución se realizará con dos vehículos tipos utilitarios. _x000D_
La fábrica se emplazara en Avda. Asunción al 1500 (barrio autódromo) Salta capital un local de 1500 m2 de superficie. Empleara 18 personas, tanto calificada como no calificada. La jornada laboral ser de 8 horas en un comienzo, utilizando un 33% de la capacidad instalada._x000D_
La inversión requerida es de 3.295.576$,  para puesta en marcha. _x000D_
Se concluyó que el Valor Actual Neto de la inversión de capitales propios es de $ 7.760.060 con una Tasa Interna de Retorno de 62 %, muy superior a la tasa de descuento utilizada (20%)  y un y el periodo de recupero de la inversión sería 4 años y medio._x000D_
La evaluación del proyecto en sí dio como resultado un VAN de $8.189.641 y una TIR de 37%, superior a la utilizada (25,11%).";115 Vistas;115;318 Descargas;318;https://scholar.google.com/scholar?as_q=&as_epq=Planta%20de%20producci%C3%B3n%20de%20barras%20de%20qu%C3%ADnoa&as_occt=any;Bernal Alfaro Maximiliano Adhemar  García Sobrado Adrián Nicolás;2;Vuistaz Serrano Verónica Raquel;1;Tesis de Grado;Ingeniería Industrial;Trabajo final de grado | Ingeniería industrial | Cereal | Quinua | Granos y semillas;Facultad de Ingeniería;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61333;https://bibliotecas.ucasal.edu.ar/opac_css/61333/847/84761333.pdf;Ingeniería
61337;2017;Fábrica de césped sintético;"La Fábrica de Césped Sintético producirá y comercializará en el primer año 186.000 m2. A medida que el producto vaya insertándose se apostará a  cubrir mayor porcentaje del mercado y aprovechar las capacidades de nuestra línea de producción de primer nivel. _x000D_
La instalación de esta nueva planta se realizará en el Parque Industrial de Güemes de la Ciudad de Salta y estará equipada con tecnología de vanguardia, generando 17 puestos de trabajos tanto en el área administrativa como de producción, personal necesario para un eficiente y eficaz desarrollo productivo. _x000D_
Contará con comercialización y distribución propia de dos productos elaborados, Césped Sintético Sport con uso exclusivo deportivo y Césped Sintético Camping para uso decorativo o paisajismo. El objetivo es captar clientes en la capital de la provincia de Salta y en las ciudades del interior con mayor relevancia como lo son: Orán, Tartagal, Metán y Rosario de la Frontera, además extenderá sus fronteras a las provincias de Tucumán y Jujuy, figurando entre las metas principales desarrollar un mercado interno donde los productos sean reconocidos en todo el NOA y pueda expandirse a otras regiones. Asegurando la entrega en los diferentes puntos de venta con el menor plazo de entrega posible, mediante distribución propia._x000D_
La instalación de una industria que fabrique césped sintético constituye una propuesta innovadora, ya que no existe ninguna en la región. La misma significa una gran inversión con alta tecnología y con muy bajo impacto ambiental._x000D_
En cuanto a la financiación del proyecto se realizará a través de la Ley N°6025 de la Provincia de Salta y el aporte de socios inversionistas que conformarán una S.A., en donde el monto total será de $ 21.703.964, de los cuales $ 16.277.973 serán aportados por la ley N°6025 y los  $ 5.425.991 restantes por el aporte de socios que constituirán una sociedad anónima S.A._x000D_
El proyecto generará un promedio aproximado de  $ 59.061.100 de ingresos anualmente, panorama que resulta sumamente alentador para su desarrollo y sus indicadores de evaluación son: _x000D_
Tasa Interna de Retorno: 22,83 %_x000D_
Valor Actual Neto: $ 3.203.677";105 Vistas;105;284 Descargas;284;https://scholar.google.com/scholar?as_q=&as_epq=F%C3%A1brica%20de%20c%C3%A9sped%20sint%C3%A9tico&as_occt=any;González Álvaro;1;Vuistaz Serrano Verónica Raquel;1;Tesis de Grado;Ingeniería Industrial;Trabajo final de grado | Ingeniería industrial | Producto industrial | Fábrica;Facultad de Ingeniería;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61337;https://bibliotecas.ucasal.edu.ar/opac_css/61337/849/84961337.pdf;Ingeniería
61340;2016;Entrenamiento pliométrico en Hándbol;"Partiendo de la observación de las dificultades en el rendimiento físico que presentaban el equipo femenino de Hándbol de la U.N.S.A, como profesional en la Educación Física y  jugadora de Hándbol desde la niñez, surge la motivación de llevar a cabo este trabajo de investigación cuyo objetivo fue comprobar la efectividad  del método de entrenamiento Pliométrico para el  desarrollo de la fuerza en miembros superiores e inferiores y la precisión en los lanzamientos durante  el  juego  de  Hándbol.  Se  realizó  un  tipo  de  investigación  descriptiva, utilizando fuente primaria como la encuesta para conocer la percepción de las jugadoras sobre el entrenamiento, la aplicación de Test físicos al inicio y al final del entrenamiento Pliométrico cuyos resultados fueron comparados calculando la diferencia cuantitativa de cada jugadora y por cada Test. Los datos fueron procesados a través del programa Excel y presentados en gráfico estadístico de torta, las marcas de los Test finales superan altamente las marcas de los Test iniciales cuya comparación puede apreciarse en los gráficos presentados.
_x000D_
Starting from the observation of the difficulties in physical performance that had the women's team handball of UNSA, as a professional in physical education and handball player since childhood, motivation to carry out this research was aimed arises test the effectiveness of plyometric training method for developing strength in upper and lower limbs and accuracy in shooting during the handball game. a type of descriptive study was conducted using the survey as a primary source to study the perceptions of the players on the training, the application of physical test at the beginning and end of plyometric training and the results were compared by calculating the quantitative difference of each player and for each test. Data were processed through the Excel program and presented in statistical pie  chart,  marks  the  final  Test  marks  highly  exceed  the  initial  test  whose comparison can be seen in the graphs presented.";111 Vistas;111;145 Descargas;145;https://scholar.google.com/scholar?as_q=&as_epq=Entrenamiento%20pliom%C3%A9trico%20en%20H%C3%A1ndbol&as_occt=any;Pastrana Carabajal Andrea Belén;1;Zuccotti Carlos Heriberto;1;Tesis de Licenciatura;Licenciatura en Educación Física;Educación física | Condición física | Tesis de grado | Hándbol;Escuela Universitaria de Educación Física;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61340;https://bibliotecas.ucasal.edu.ar/opac_css/61340/850/85061340.pdf;Escuela de Educación Física
61367;2017;Exportación de Tabaco a Bélgica por Cooperativa de Productores Tabacaleros;El tabaco es conocido como un producto perteneciente al sector de la agricultura, puede ser  consumido  de  distintas  formas  entre  las  cuales,  la  principal  es  por  combustión generando humo. Es originario de América y a pesar de ser comercializado legalmente en todo el mundo (excepto en Bután), algunos países establecieron ciertas restricciones para su consumo debido a sus efectos adversos para la salud pública. 1   Entonces, se puede decir que el volumen de producción y consumo del tabaco depende, además del tamaño de la población, de las distintas políticas adoptadas por los países para controlar y reducir el hábito de fumar. 2   Según  un  estudio  realizado  por  el  Secretario  General  de  la  Federación  Mundial  de Trabajadores  de  la  Agricultura,  Alimentación,  Hostelería  y  Afines  (FEMTAA)  José Gómez Cerda, a pesar de los inconvenientes que trae este producto al ser consumido por las  personas,  la  industria  del  tabaco  es  un  sector  que  produce  a  nivel  internacional, aproximadamente 7.000.000 de toneladas anuales, lo que lleva a la producción de miles de millones de unidades de cigarrillos y emplea a más de 40.000.000 de personas, ya sea para su cultivo como para su venta en mayoristas o comercios pequeños.   El  principal  país  productor  de  tabaco  es  China,  cuya  producción  es  de  2.000.000  de toneladas, con un elevado nivel de consumo interno ya que solo exporta alrededor de 100.000 de toneladas.  Cuando se habla de exportaciones, el principal país exportador de este producto es Brasil, productor de 490.000 toneladas y exportador de 350.000. Lo que representa el 30% de exportaciones mundiales.;0;0;0;0;;Yazlle Nadia Verónica;1;Rodríguez Martín Andrés;1;Tesis de Licenciatura;Licenciatura en Comercio Internacional;Tesis de grado | Tabaco | Exportación/importación | Comercio internacional;Facultad Escuela de Negocios;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61367;;Economía y Administración
61369;2018;Perspectivas de venta de nitrato de amonio producido por la empresa Nitratos Austin de Salta al mercado boliviano;"Este trabajo intentará involucrar al lector en la actividad exportadora de Nitrato de Amonio desde la Provincia de Salta al mercado boliviano. A tal fin, se irá describiendo el mercado mundial y el mercado boliviano del producto - oferta, demanda, precio -, entendiendo su pertenencia a la industria petroquímica y a su tratamiento legal como explosivo, por su gran peligrosidad en cualquiera de sus formas. En el trabajo, se expondrán las normativas vigentes que regulan la actividad de fabricación, almacenamiento, transporte, exportación e importación del Nitrato de Amonio. Guías Internacionales que informan cómo manejarse en la industria del producto, para mayor cuidado del medio ambiente, seguridad y salud. En la etapa final, se presentará a la empresa Nitratos Austin S.A, su constitución social; futura producción y variedad productiva; desarrollo de su actividad teniendo en cuenta las Guías Internacionales descriptas; análisis de fortalezas, debilidades, oportunidades y amenazas; y los trabajos de Responsabilidad Social Empresaria llevados a cabo en el último tiempo. Por último y a modo de cierre, se recogerá datos expuestos a lo largo del trabajo para entender las perspectivas que se lograron observar para la venta de Nitrato de Amonio desde la planta de producción de Nitratos Austin S.A. hacia el mercado boliviano.";0;0;0;0;;Heredia Paula Florencia;1;Rodríguez Martín Andrés;1;Tesis de Licenciatura;Licenciatura en Comercio Internacional;Tesis de grado | Mineral | Comercio internacional | Exportación/importación;Facultad Escuela de Negocios;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61369;;Economía y Administración
61428;2017;Industrialización de bloques con tereftalato de polietileno en Salta;"El presente trabajo de titulación describe la fabricación de bloques de plástico reciclado (26,2cm x 12,5cm x 5,5cm) como material innovador para la construcción basado en el estudio realizado por el Centro Experimental de la Vivienda Económica (CEVE), del CONICET._x000D_
Presentaremos los materiales directos e indirectos para su elaboración, la dosificación y procedimientos detallados para fabricar este producto. Del mismo modo, expondremos los ensayos de acuerdo a la normativa argentina vigente, a fin de determinar las características físicas y mecánicas que éste posee. _x000D_
Realizaremos un análisis comparativo de las características que poseen los bloques de plásticos reciclados y los elementos utilizados en la albañilería, tales como ladrillos convencionales y bloques de cemento, para poder diferenciar las ventajas y desventajas de los mismos._x000D_
Además estudiaremos la posibilidad de utilización para la construcción en la Provincia de Salta y analizaremos dos nichos predominantes en el mercado. Se obtuvo, a partir del análisis económico-financiero una TIR de 29% y un VAN de $ 263.773,13 de la empresa BLOQPET SRL.";43 Vistas;43;99 Descargas;99;https://scholar.google.com/scholar?as_q=&as_epq=Industrializaci%C3%B3n%20de%20bloques%20con%20tereftalato%20de%20polietileno%20en%20Salta&as_occt=any;Cabezas Pinto Daniela Victoria  Corsini Dana Macarena;2;Parada Rubén;1;Tesis de Grado;Ingeniería Industrial;Reciclaje profesional | Trabajo final de grado | Plásticos | Ecología | Construcción de viviendas | Ingeniería industrial;Facultad de Ingeniería;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=61428;https://bibliotecas.ucasal.edu.ar/opac_css/61428/915/91561428.pdf;Ingeniería
